'Time','ECG1'
'[09:20:00.000]',0.525
'[09:20:00.008]',0.695
'[09:20:00.016]',0.475
'[09:20:00.023]',0.015
'[09:20:00.031]',-0.155
'[09:20:00.039]',-0.115
'[09:20:00.047]',-0.065
'[09:20:00.055]',-0.035
'[09:20:00.063]',-0.015
'[09:20:00.070]',-0.015
'[09:20:00.078]',-0.015
'[09:20:00.086]',-0.015
'[09:20:00.094]',-0.015
'[09:20:00.102]',-0.015
'[09:20:00.109]',-0.015
'[09:20:00.117]',-0.015
'[09:20:00.125]',-0.015
'[09:20:00.133]',-0.005
'[09:20:00.141]',-0.015
'[09:20:00.148]',-0.015
'[09:20:00.156]',-0.025
'[09:20:00.164]',-0.025
'[09:20:00.172]',-0.025
'[09:20:00.180]',-0.035
'[09:20:00.188]',-0.025
'[09:20:00.195]',-0.035
'[09:20:00.203]',-0.035
'[09:20:00.211]',-0.035
'[09:20:00.219]',-0.045
'[09:20:00.227]',-0.055
'[09:20:00.234]',-0.065
'[09:20:00.242]',-0.065
'[09:20:00.250]',-0.075
'[09:20:00.258]',-0.085
'[09:20:00.266]',-0.095
'[09:20:00.273]',-0.085
'[09:20:00.281]',-0.085
'[09:20:00.289]',-0.075
'[09:20:00.297]',-0.085
'[09:20:00.305]',-0.065
'[09:20:00.313]',-0.065
'[09:20:00.320]',-0.075
'[09:20:00.328]',-0.085
'[09:20:00.336]',-0.095
'[09:20:00.344]',-0.115
'[09:20:00.352]',-0.125
'[09:20:00.359]',-0.135
'[09:20:00.367]',-0.125
'[09:20:00.375]',-0.105
'[09:20:00.383]',-0.115
'[09:20:00.391]',-0.115
'[09:20:00.398]',-0.115
'[09:20:00.406]',-0.115
'[09:20:00.414]',-0.115
'[09:20:00.422]',-0.105
'[09:20:00.430]',-0.095
'[09:20:00.438]',-0.085
'[09:20:00.445]',-0.095
'[09:20:00.453]',-0.095
'[09:20:00.461]',-0.085
'[09:20:00.469]',-0.095
'[09:20:00.477]',-0.085
'[09:20:00.484]',-0.095
'[09:20:00.492]',-0.105
'[09:20:00.500]',-0.105
'[09:20:00.508]',-0.115
'[09:20:00.516]',-0.115
'[09:20:00.523]',-0.125
'[09:20:00.531]',-0.155
'[09:20:00.539]',-0.145
'[09:20:00.547]',-0.145
'[09:20:00.555]',-0.145
'[09:20:00.563]',-0.135
'[09:20:00.570]',-0.145
'[09:20:00.578]',-0.105
'[09:20:00.586]',-0.055
'[09:20:00.594]',-0.055
'[09:20:00.602]',-0.045
'[09:20:00.609]',-0.025
'[09:20:00.617]',0.055
'[09:20:00.625]',0.015
'[09:20:00.633]',-0.025
'[09:20:00.641]',-0.015
'[09:20:00.648]',-0.115
'[09:20:00.656]',-0.165
'[09:20:00.664]',-0.175
'[09:20:00.672]',-0.215
'[09:20:00.680]',-0.215
'[09:20:00.688]',-0.185
'[09:20:00.695]',-0.165
'[09:20:00.703]',-0.265
'[09:20:00.711]',0.105
'[09:20:00.719]',0.955
'[09:20:00.727]',1865
'[09:20:00.734]',2445
'[09:20:00.742]',1345
'[09:20:00.750]',-0.475
'[09:20:00.758]',-0.885
'[09:20:00.766]',-0.665
'[09:20:00.773]',-0.465
'[09:20:00.781]',-0.355
'[09:20:00.789]',-0.315
'[09:20:00.797]',-0.315
'[09:20:00.805]',-0.295
'[09:20:00.813]',-0.295
'[09:20:00.820]',-0.285
'[09:20:00.828]',-0.295
'[09:20:00.836]',-0.295
'[09:20:00.844]',-0.275
'[09:20:00.852]',-0.275
'[09:20:00.859]',-0.265
'[09:20:00.867]',-0.255
'[09:20:00.875]',-0.225
'[09:20:00.883]',-0.235
'[09:20:00.891]',-0.235
'[09:20:00.898]',-0.225
'[09:20:00.906]',-0.215
'[09:20:00.914]',-0.215
'[09:20:00.922]',-0.205
'[09:20:00.930]',-0.195
'[09:20:00.938]',-0.185
'[09:20:00.945]',-0.205
'[09:20:00.953]',-0.215
'[09:20:00.961]',-0.215
'[09:20:00.969]',-0.225
'[09:20:00.977]',-0.245
'[09:20:00.984]',-0.235
'[09:20:00.992]',-0.235
'[09:20:01.000]',-0.185
'[09:20:01.008]',-0.175
'[09:20:01.016]',-0.155
'[09:20:01.023]',-0.145
'[09:20:01.031]',-0.155
'[09:20:01.039]',-0.155
'[09:20:01.047]',-0.155
'[09:20:01.055]',-0.165
'[09:20:01.063]',-0.155
'[09:20:01.070]',-0.155
'[09:20:01.078]',-0.165
'[09:20:01.086]',-0.155
'[09:20:01.094]',-0.185
'[09:20:01.102]',-0.155
'[09:20:01.109]',-0.165
'[09:20:01.117]',-0.135
'[09:20:01.125]',-0.125
'[09:20:01.133]',-0.125
'[09:20:01.141]',-0.115
'[09:20:01.148]',-0.095
'[09:20:01.156]',-0.095
'[09:20:01.164]',-0.085
'[09:20:01.172]',-0.075
'[09:20:01.180]',-0.075
'[09:20:01.188]',-0.055
'[09:20:01.195]',-0.075
'[09:20:01.203]',-0.085
'[09:20:01.211]',-0.065
'[09:20:01.219]',-0.095
'[09:20:01.227]',-0.085
'[09:20:01.234]',-0.085
'[09:20:01.242]',-0.085
'[09:20:01.250]',-0.095
'[09:20:01.258]',-0.105
'[09:20:01.266]',-0.115
'[09:20:01.273]',-0.085
'[09:20:01.281]',-0.045
'[09:20:01.289]',-0.025
'[09:20:01.297]',-0.025
'[09:20:01.305]',0.005
'[09:20:01.313]',0.065
'[09:20:01.320]',0.085
'[09:20:01.328]',0.015
'[09:20:01.336]',-0.015
'[09:20:01.344]',-0.015
'[09:20:01.352]',-0.115
'[09:20:01.359]',-0.135
'[09:20:01.367]',-0.155
'[09:20:01.375]',-0.175
'[09:20:01.383]',-0.165
'[09:20:01.391]',-0.155
'[09:20:01.398]',-0.255
'[09:20:01.406]',-0.035
'[09:20:01.414]',0.745
'[09:20:01.422]',1685
'[09:20:01.430]',2435
'[09:20:01.438]',1695
'[09:20:01.445]',-0.225
'[09:20:01.453]',-0.925
'[09:20:01.461]',-0.715
'[09:20:01.469]',-0.485
'[09:20:01.477]',-0.355
'[09:20:01.484]',-0.315
'[09:20:01.492]',-0.315
'[09:20:01.500]',-0.295
'[09:20:01.508]',-0.295
'[09:20:01.516]',-0.295
'[09:20:01.523]',-0.295
'[09:20:01.531]',-0.295
'[09:20:01.539]',-0.285
'[09:20:01.547]',-0.275
'[09:20:01.555]',-0.265
'[09:20:01.563]',-0.255
'[09:20:01.570]',-0.255
'[09:20:01.578]',-0.265
'[09:20:01.586]',-0.245
'[09:20:01.594]',-0.255
'[09:20:01.602]',-0.235
'[09:20:01.609]',-0.235
'[09:20:01.617]',-0.215
'[09:20:01.625]',-0.205
'[09:20:01.633]',-0.215
'[09:20:01.641]',-0.215
'[09:20:01.648]',-0.205
'[09:20:01.656]',-0.225
'[09:20:01.664]',-0.225
'[09:20:01.672]',-0.225
'[09:20:01.680]',-0.215
'[09:20:01.688]',-0.215
'[09:20:01.695]',-0.195
'[09:20:01.703]',-0.185
'[09:20:01.711]',-0.165
'[09:20:01.719]',-0.155
'[09:20:01.727]',-0.155
'[09:20:01.734]',-0.155
'[09:20:01.742]',-0.155
'[09:20:01.750]',-0.145
'[09:20:01.758]',-0.155
'[09:20:01.766]',-0.165
'[09:20:01.773]',-0.165
'[09:20:01.781]',-0.175
'[09:20:01.789]',-0.155
'[09:20:01.797]',-0.165
'[09:20:01.805]',-0.155
'[09:20:01.813]',-0.145
'[09:20:01.820]',-0.135
'[09:20:01.828]',-0.145
'[09:20:01.836]',-0.125
'[09:20:01.844]',-0.145
'[09:20:01.852]',-0.105
'[09:20:01.859]',-0.115
'[09:20:01.867]',-0.105
'[09:20:01.875]',-0.105
'[09:20:01.883]',-0.095
'[09:20:01.891]',-0.095
'[09:20:01.898]',-0.095
'[09:20:01.906]',-0.105
'[09:20:01.914]',-0.105
